doc_id,item,category,amount,price,discount
IIGG1B1UWR,Ведро пластиковое 10л,Хозтовары,5,257.49,0.0
PK8M2E88T7,Сушилка для белья напольная,Хозтовары,2,1266.68,0.0
7ZP3DUKOTA,Ведро пластиковое 10л,Хозтовары,1,243.77,0.0
7ZP3DUKOTA,Батарейки AA комплект 4шт,Освещение и электрика,2,202.36,44.04
7ZP3DUKOTA,Гель для стирки Persil 1.5л,Бытовая химия,2,435.82,0.0
AC4S8DIK1J,Одеяло стёганое 200х220,Текстиль,1,2226.7,0.0
AC4S8DIK1J,Полотенце кухонное вафельное,Текстиль,1,111.36,7.73
AC4S8DIK1J,Лампа светодиодная E27 10Вт,Освещение и электрика,5,154.48,0.0
86JI7O1SKF,Гирлянда светодиодная 5м,Освещение и электрика,5,418.82,0.0
86JI7O1SKF,Швабра с отжимом,Хозтовары,4,709.97,0.0
86JI7O1SKF,Ночник настенный LED,Освещение и электрика,1,307.11,0.0
86JI7O1SKF,Мешки для мусора 60л 30шт,Хозтовары,3,237.54,0.0
86JI7O1SKF,Сушилка для белья напольная,Хозтовары,5,1501.7,0.0
ALGD2BNJE4,Гирлянда светодиодная 5м,Освещение и электрика,1,479.47,0.0
ALGD2BNJE4,Отбеливатель Vanish 1л,Бытовая химия,3,297.6,76.62
ALGD2BNJE4,Совок для мусора с щёткой,Хозтовары,3,193.09,0.0
ALGD2BNJE4,Подушка ортопедическая 50х70,Текстиль,5,992.58,513.62
OOY9YYCROW,Сушилка для белья напольная,Хозтовары,3,1614.61,956.47
OOY9YYCROW,Кондиционер для белья Lenor 1л,Бытовая химия,5,345.32,0.0
OOY9YYCROW,Светильник настольный,Освещение и электрика,5,1013.72,0.0
ZUO5I5F0HU,Веник хозяйственный,Хозтовары,1,133.94,30.47
ZUO5I5F0HU,Полотенце банное 70х140,Текстиль,1,571.89,0.0
ZUO5I5F0HU,Кастрюля с крышкой 3л,Посуда,2,1831.13,0.0
ZUO5I5F0HU,Кондиционер для белья Lenor 1л,Бытовая химия,5,268.57,87.31
ZUO5I5F0HU,Гирлянда светодиодная 5м,Освещение и электрика,3,562.51,0.0
ZUO5I5F0HU,Ведро пластиковое 10л,Хозтовары,1,314.34,0.0
NBZW8BRSCK,Ваза керамическая настольная,Декор для дома,2,796.97,0.0
NBZW8BRSCK,Полотенце кухонное вафельное,Текстиль,2,135.16,2.3
TXGVSO5VJD,Сушилка для белья напольная,Хозтовары,4,1375.47,0.0
Z5RCOTEIFW,Сушилка для белья напольная,Хозтовары,2,1454.68,153.09
Z5RCOTEIFW,Кастрюля с крышкой 3л,Посуда,1,1605.74,0.0
Z5RCOTEIFW,Сковорода антипригарная 26см,Посуда,2,1199.17,0.0
Z5RCOTEIFW,Отбеливатель Vanish 1л,Бытовая химия,5,303.1,0.0
Z5RCOTEIFW,Разделочная доска бамбуковая,Посуда,4,313.04,0.0
M6J3OS0NIQ,Форма для выпечки силиконовая,Посуда,2,448.13,0.0
M6J3OS0NIQ,Средство для мытья окон Mr.Muscle 500мл,Бытовая химия,1,212.55,0.0
M6J3OS0NIQ,Перчатки резиновые хозяйственные,Хозтовары,4,88.49,0.0
SHHQBL3HJW,Подушка ортопедическая 50х70,Текстиль,4,1126.86,0.0
SHHQBL3HJW,Совок для мусора с щёткой,Хозтовары,1,202.55,0.0
SHHQBL3HJW,Кастрюля с крышкой 3л,Посуда,4,1595.04,0.0
SHHQBL3HJW,Штора для ванной комнаты 180х180,Текстиль,4,723.1,0.0
SHHQBL3HJW,Средство для мытья посуды Fairy 500мл,Бытовая химия,2,169.24,0.0
SHHQBL3HJW,Таблетки для посудомоечных машин Finish 30шт,Бытовая химия,1,948.97,0.0
LYKAAF1DSH,Гирлянда светодиодная 5м,Освещение и электрика,5,441.54,0.0
LYKAAF1DSH,Светильник настольный,Освещение и электрика,2,801.24,0.0
LYKAAF1DSH,Ночник настенный LED,Освещение и электрика,1,388.13,0.0
HOC843IU57,Ночник настенный LED,Освещение и электрика,4,397.28,95.5
HOC843IU57,Плед флисовый 150х200,Текстиль,4,1120.55,0.0
1FDOT2Q3BY,Мешки для мусора 60л 30шт,Хозтовары,1,238.08,0.0
1FDOT2Q3BY,Подсвечник металлический,Декор для дома,1,338.75,0.0
1FDOT2Q3BY,Удлинитель сетевой 5м 3 розетки,Освещение и электрика,5,616.62,136.04
1FDOT2Q3BY,Наматрасник непромокаемый 160х200,Текстиль,3,862.98,0.0
1FDOT2Q3BY,Гель для стирки Persil 1.5л,Бытовая химия,2,550.54,0.0
