doc_id,item,category,amount,price,discount
DCXG0INQH2,Кондиционер для белья Lenor 1л,Бытовая химия,2,285.12,0.0
DCXG0INQH2,Средство от накипи Antikalk 500мл,Бытовая химия,4,226.57,146.79
29TTLR53V2,Чистящее средство Cif 750мл,Бытовая химия,5,205.85,0.0
29TTLR53V2,Гель для стирки Persil 1.5л,Бытовая химия,5,433.84,0.0
29TTLR53V2,Светильник настольный,Освещение и электрика,5,950.44,0.0
08PPKP9CJ6,Удлинитель сетевой 5м 3 розетки,Освещение и электрика,4,673.59,408.67
08PPKP9CJ6,Панно декоративное настенное,Декор для дома,3,1175.51,0.0
08PPKP9CJ6,Гирлянда светодиодная 5м,Освещение и электрика,5,470.74,0.0
08PPKP9CJ6,Таблетки для посудомоечных машин Finish 30шт,Бытовая химия,3,964.24,639.35
08PPKP9CJ6,Совок для мусора с щёткой,Хозтовары,3,173.51,0.0
CTXIC8BIVG,Швабра с отжимом,Хозтовары,4,628.93,0.0
CTXIC8BIVG,Универсальное чистящее средство Domestos 750мл,Бытовая химия,4,234.68,0.0
CTXIC8BIVG,Средство для мытья окон Mr.Muscle 500мл,Бытовая химия,2,195.72,0.0
A7JX6UIL1E,Сковорода антипригарная 26см,Посуда,3,1338.66,0.0
A7JX6UIL1E,Рамка для фото 15х20,Декор для дома,2,331.77,0.0
A7JX6UIL1E,Совок для мусора с щёткой,Хозтовары,5,178.32,0.0
A7JX6UIL1E,Кондиционер для белья Lenor 1л,Бытовая химия,4,305.69,0.0
NH27BXMCO8,Удлинитель сетевой 5м 3 розетки,Освещение и электрика,5,737.88,0.0
NH27BXMCO8,Средство для мытья окон Mr.Muscle 500мл,Бытовая химия,5,189.73,0.0
NH27BXMCO8,Свеча ароматическая в банке,Декор для дома,1,370.13,0.0
NH27BXMCO8,Гель для стирки Persil 1.5л,Бытовая химия,4,414.17,61.66
NH27BXMCO8,Лампа светодиодная E27 10Вт,Освещение и электрика,2,148.5,64.53
FY7Z8J7K1K,Губки для посуды набор 5шт,Хозтовары,3,93.68,0.0
9BG0WX8FSH,Чайник заварочный стеклянный 1л,Посуда,5,580.81,0.0
9BG0WX8FSH,Свеча ароматическая в банке,Декор для дома,5,389.96,292.66
9BG0WX8FSH,Батарейки AA комплект 4шт,Освещение и электрика,1,194.72,17.44
9BG0WX8FSH,Разделочная доска бамбуковая,Посуда,1,348.56,0.0
9BG0WX8FSH,Гирлянда светодиодная 5м,Освещение и электрика,4,468.47,0.0
KUU9X6OC7W,Скатерть гобеленовая 150х180,Текстиль,4,1429.82,1127.77
KUU9X6OC7W,Швабра с отжимом,Хозтовары,3,687.41,241.79
KUU9X6OC7W,Кастрюля с крышкой 3л,Посуда,5,1423.38,333.32
