doc_id,item,category,amount,price,discount
TX7YFG89FG,Коврик придверный,Декор для дома,2,440.07,65.32
TX7YFG89FG,Стиральный порошок Ariel 3кг,Бытовая химия,3,705.3,0.0
GZ7H0F77RK,Веник хозяйственный,Хозтовары,5,134.09,84.72
GZ7H0F77RK,Тарелка обеденная керамическая,Посуда,5,223.54,0.0
GZ7H0F77RK,Чистящее средство Cif 750мл,Бытовая химия,2,188.21,0.0
GZ7H0F77RK,Кондиционер для белья Lenor 1л,Бытовая химия,3,278.46,0.0
GZ7H0F77RK,Полотенце банное 70х140,Текстиль,2,562.1,152.72
GZ7H0F77RK,Ваза керамическая настольная,Декор для дома,3,938.29,0.0
2LJHWV2SL7,Чехол для гладильной доски,Текстиль,3,296.18,39.78
PXNOKSZ6D4,Наматрасник непромокаемый 160х200,Текстиль,1,921.2,11.96
PXNOKSZ6D4,Средство для мытья посуды Fairy 500мл,Бытовая химия,4,172.95,86.79
PXNOKSZ6D4,Панно декоративное настенное,Декор для дома,4,1089.67,859.2
PXNOKSZ6D4,Полотенце кухонное вафельное,Текстиль,1,129.03,0.0
E72B1BDHDD,Наматрасник непромокаемый 160х200,Текстиль,3,950.4,0.0
E72B1BDHDD,Набор столовых приборов 24 предмета,Посуда,4,1935.54,565.62
E72B1BDHDD,Корзина для белья складная,Хозтовары,2,540.59,0.0
E72B1BDHDD,Чехол для гладильной доски,Текстиль,4,351.39,58.06
E72B1BDHDD,Рамка для фото 15х20,Декор для дома,5,272.02,113.66
RLA5F79H0D,Средство для мытья окон Mr.Muscle 500мл,Бытовая химия,2,170.36,0.0
RLA5F79H0D,Таблетки для посудомоечных машин Finish 30шт,Бытовая химия,1,775.41,0.0
9IF8XIGZ2O,Форма для выпечки силиконовая,Посуда,3,430.39,0.0
9IF8XIGZ2O,Лампа светодиодная E27 10Вт,Освещение и электрика,1,148.69,0.0
9IF8XIGZ2O,Разделочная доска бамбуковая,Посуда,1,323.43,0.0
9IF8XIGZ2O,Ваза керамическая настольная,Декор для дома,1,889.52,0.0
99JXMRS9R6,Чайник заварочный стеклянный 1л,Посуда,3,668.69,280.65
99JXMRS9R6,Светильник настольный,Освещение и электрика,1,801.86,157.97
99JXMRS9R6,Швабра с отжимом,Хозтовары,3,702.3,0.0
99JXMRS9R6,Судочки для хранения еды набор 3шт,Посуда,5,469.4,0.0
99JXMRS9R6,Кружка керамическая 350мл,Посуда,3,200.88,38.37
99JXMRS9R6,Подушка ортопедическая 50х70,Текстиль,2,892.61,131.79
0IJ6LE1I37,Светильник настольный,Освещение и электрика,2,760.38,0.0
0IJ6LE1I37,Удлинитель сетевой 5м 3 розетки,Освещение и электрика,1,564.9,0.0
9GAHB7N9C1,Гирлянда светодиодная 5м,Освещение и электрика,5,461.88,0.0
9GAHB7N9C1,Совок для мусора с щёткой,Хозтовары,2,203.92,0.0
9GAHB7N9C1,Чайник заварочный стеклянный 1л,Посуда,2,561.05,0.0
9GAHB7N9C1,Набор ножей кухонных 5 предметов,Посуда,4,1691.08,0.0
GD62QRD1XY,Чехол для гладильной доски,Текстиль,2,385.61,172.05
GD62QRD1XY,Разделочная доска бамбуковая,Посуда,5,379.41,0.0
GD62QRD1XY,Панно декоративное настенное,Декор для дома,5,1366.3,0.0
GD62QRD1XY,Средство от накипи Antikalk 500мл,Бытовая химия,3,183.98,0.0
TFLUJ5TI73,Сковорода антипригарная 26см,Посуда,5,1193.99,0.0
TFLUJ5TI73,Штора для ванной комнаты 180х180,Текстиль,3,581.4,0.0
G23IU21RNY,Тряпка для пола микрофибра,Хозтовары,2,205.47,77.65
G23IU21RNY,Наматрасник непромокаемый 160х200,Текстиль,5,940.66,0.0
898OY8RDEZ,Чехол для гладильной доски,Текстиль,2,326.67,0.0
INJN5G1774,Плед флисовый 150х200,Текстиль,2,1354.49,414.96
INJN5G1774,Судочки для хранения еды набор 3шт,Посуда,2,494.47,0.0
INJN5G1774,Наматрасник непромокаемый 160х200,Текстиль,5,809.6,0.0
INJN5G1774,Сковорода антипригарная 26см,Посуда,1,1505.33,0.0
INJN5G1774,Корзина для белья складная,Хозтовары,3,658.38,0.0
PYL76T7G6T,Батарейки AA комплект 4шт,Освещение и электрика,5,199.43,0.0
PYL76T7G6T,Коврик придверный,Декор для дома,1,542.67,22.89
PYL76T7G6T,Ведро пластиковое 10л,Хозтовары,1,241.03,37.17
PYL76T7G6T,Подушка ортопедическая 50х70,Текстиль,5,1108.13,0.0
PYL76T7G6T,Одеяло стёганое 200х220,Текстиль,4,2115.39,620.11
33GQN4IY0Q,Гель для стирки Persil 1.5л,Бытовая химия,1,503.14,0.0
25K54SGM5B,Стиральный порошок Ariel 3кг,Бытовая химия,4,565.76,0.0
MJPTIARZJH,Кондиционер для белья Lenor 1л,Бытовая химия,3,316.9,0.0
MJPTIARZJH,Стиральный порошок Ariel 3кг,Бытовая химия,2,608.42,0.0
5H4FV9EW1G,Перчатки резиновые хозяйственные,Хозтовары,3,88.41,0.0
5H4FV9EW1G,Батарейки AA комплект 4шт,Освещение и электрика,2,199.82,0.0
4TUATXF0H1,Полотенце кухонное вафельное,Текстиль,3,136.25,0.0
4TUATXF0H1,Веник хозяйственный,Хозтовары,5,168.11,170.34
4TUATXF0H1,Скатерть гобеленовая 150х180,Текстиль,3,1273.71,0.0
SGSGMBIH47,Наматрасник непромокаемый 160х200,Текстиль,2,837.21,0.0
SGSGMBIH47,Гель для стирки Persil 1.5л,Бытовая химия,3,498.47,0.0
SGSGMBIH47,Удлинитель сетевой 5м 3 розетки,Освещение и электрика,4,607.02,351.41
SGSGMBIH47,Стиральный порошок Ariel 3кг,Бытовая химия,3,566.17,0.0
LARCDQMZU0,Кондиционер для белья Lenor 1л,Бытовая химия,3,296.71,0.0
LARCDQMZU0,Наматрасник непромокаемый 160х200,Текстиль,4,920.72,383.56
LARCDQMZU0,Панно декоративное настенное,Декор для дома,2,1289.27,479.26
LARCDQMZU0,Мешки для мусора 60л 30шт,Хозтовары,2,215.33,0.0
LARCDQMZU0,Чехол для гладильной доски,Текстиль,4,319.64,0.0
LARCDQMZU0,Комплект постельного белья 2-спальный,Текстиль,5,2705.51,0.0
LZWPGWMT42,Батарейки AA комплект 4шт,Освещение и электрика,4,208.93,27.67
LZWPGWMT42,Чистящее средство Cif 750мл,Бытовая химия,3,229.82,0.0
LZWPGWMT42,Коврик придверный,Декор для дома,4,555.64,511.17
LZWPGWMT42,Комплект постельного белья 2-спальный,Текстиль,5,2313.15,0.0
LZWPGWMT42,Панно декоративное настенное,Декор для дома,2,1294.05,0.0
5ZECWRJ9QS,Батарейки AA комплект 4шт,Освещение и электрика,2,196.97,0.0
5ZECWRJ9QS,Подсвечник металлический,Декор для дома,5,390.28,339.46
5ZECWRJ9QS,Мешки для мусора 60л 30шт,Хозтовары,2,200.47,0.0
5ZECWRJ9QS,Подушка ортопедическая 50х70,Текстиль,4,1063.54,232.67
IZGZN5LEZM,Батарейки AA комплект 4шт,Освещение и электрика,2,195.52,0.0
IZGZN5LEZM,Корзина для белья складная,Хозтовары,4,619.74,0.0
IZGZN5LEZM,Средство для мытья посуды Fairy 500мл,Бытовая химия,4,173.63,0.0
IZGZN5LEZM,Полотенце банное 70х140,Текстиль,3,627.79,330.24
