doc_id,item,category,amount,price,discount
UCY1L8CXYL,Разделочная доска бамбуковая,Посуда,2,379.66,0.0
UCY1L8CXYL,Комплект постельного белья 2-спальный,Текстиль,2,2140.96,0.0
L4WODHEP4I,Губки для посуды набор 5шт,Хозтовары,5,120.55,0.0
XGAMUQFA7A,Плед флисовый 150х200,Текстиль,5,1284.02,0.0
XGAMUQFA7A,Комплект постельного белья 2-спальный,Текстиль,5,2351.89,0.0
XGAMUQFA7A,Лампа светодиодная E27 10Вт,Освещение и электрика,3,129.15,0.0
FMMRK38RIP,Набор столовых приборов 24 предмета,Посуда,1,2524.88,0.0
FMMRK38RIP,Рамка для фото 15х20,Декор для дома,2,292.95,25.93
FMMRK38RIP,Набор ножей кухонных 5 предметов,Посуда,3,1631.99,1221.91
FMMRK38RIP,Чехол для гладильной доски,Текстиль,5,314.61,20.93
FMMRK38RIP,Наматрасник непромокаемый 160х200,Текстиль,2,1015.63,0.0
JDT4MTWP2L,Наматрасник непромокаемый 160х200,Текстиль,4,867.65,0.0
JDT4MTWP2L,Кружка керамическая 350мл,Посуда,4,187.32,0.0
JDT4MTWP2L,Тарелка обеденная керамическая,Посуда,3,222.69,0.0
JDT4MTWP2L,Чистящее средство Cif 750мл,Бытовая химия,3,233.9,0.0
M7HPVZWZ7F,Панно декоративное настенное,Декор для дома,3,1026.47,0.0
M7HPVZWZ7F,Тряпка для пола микрофибра,Хозтовары,1,211.15,0.0
M7HPVZWZ7F,Средство для мытья посуды Fairy 500мл,Бытовая химия,3,175.9,0.0
M7HPVZWZ7F,Одеяло стёганое 200х220,Текстиль,3,1889.34,912.93
M7HPVZWZ7F,Средство для мытья окон Mr.Muscle 500мл,Бытовая химия,3,183.54,0.0
0Z9KLM459N,Полотенце банное 70х140,Текстиль,4,557.58,0.0
JCU83YB4OF,Средство от накипи Antikalk 500мл,Бытовая химия,1,187.55,0.0
JCU83YB4OF,Гирлянда светодиодная 5м,Освещение и электрика,3,469.97,0.0
4Q1VWQH2CH,Наматрасник непромокаемый 160х200,Текстиль,3,845.09,0.0
4Q1VWQH2CH,Штора для ванной комнаты 180х180,Текстиль,2,630.03,0.0
4Q1VWQH2CH,Подушка ортопедическая 50х70,Текстиль,1,880.3,0.0
4Q1VWQH2CH,Одеяло стёганое 200х220,Текстиль,5,2074.47,1787.94
4Q1VWQH2CH,Гель для стирки Persil 1.5л,Бытовая химия,2,540.47,0.0
IXGM9QM3EN,Комплект постельного белья 2-спальный,Текстиль,4,2469.37,0.0
IXGM9QM3EN,Перчатки резиновые хозяйственные,Хозтовары,4,88.81,0.0
IXGM9QM3EN,Корзина для белья складная,Хозтовары,5,525.18,0.0
OODH9R40XC,Судочки для хранения еды набор 3шт,Посуда,1,431.87,0.05
TAD24B6B00,Коврик придверный,Декор для дома,1,479.09,109.76
TAD24B6B00,Чистящее средство Cif 750мл,Бытовая химия,3,250.78,0.0
U07ZDPSTXX,Подушка ортопедическая 50х70,Текстиль,2,1114.55,0.0
U07ZDPSTXX,Ночник настенный LED,Освещение и электрика,3,342.12,0.0
U07ZDPSTXX,Средство для мытья окон Mr.Muscle 500мл,Бытовая химия,4,208.08,0.0
U07ZDPSTXX,Полотенце банное 70х140,Текстиль,5,642.45,277.46
U07ZDPSTXX,Скатерть гобеленовая 150х180,Текстиль,5,1304.96,297.62
U07ZDPSTXX,Свеча ароматическая в банке,Декор для дома,5,361.44,0.0
M9IXCTZ1L6,Сушилка для белья напольная,Хозтовары,5,1380.79,0.0
M9IXCTZ1L6,Ночник настенный LED,Освещение и электрика,3,379.35,0.0
M9IXCTZ1L6,Универсальное чистящее средство Domestos 750мл,Бытовая химия,5,292.65,23.44
LGXSR1DK0Q,Одеяло стёганое 200х220,Текстиль,4,2122.03,0.0
LGXSR1DK0Q,Чайник заварочный стеклянный 1л,Посуда,5,503.92,0.0
LGXSR1DK0Q,Швабра с отжимом,Хозтовары,4,696.74,0.0
LGXSR1DK0Q,Таблетки для посудомоечных машин Finish 30шт,Бытовая химия,1,962.02,0.0
LGXSR1DK0Q,Набор столовых приборов 24 предмета,Посуда,5,1879.5,0.0
RZ75EFR3YJ,Полотенце кухонное вафельное,Текстиль,3,135.9,0.0
RZ75EFR3YJ,Тряпка для пола микрофибра,Хозтовары,2,253.0,0.0
RZ75EFR3YJ,Судочки для хранения еды набор 3шт,Посуда,3,467.61,0.0
2O9JK0IGT2,Губки для посуды набор 5шт,Хозтовары,3,102.95,0.0
2O9JK0IGT2,Лампа светодиодная E27 10Вт,Освещение и электрика,4,147.4,0.0
YFFXGLRVU4,Тряпка для пола микрофибра,Хозтовары,1,245.51,36.85
YFFXGLRVU4,Наматрасник непромокаемый 160х200,Текстиль,2,1020.37,460.23
65KQUXIN3H,Чайник заварочный стеклянный 1л,Посуда,5,625.14,0.0
65KQUXIN3H,Набор ножей кухонных 5 предметов,Посуда,2,1699.78,190.93
6O3SQ1XKHF,Ведро пластиковое 10л,Хозтовары,3,257.26,34.94
6O3SQ1XKHF,Полотенце банное 70х140,Текстиль,1,555.71,0.0
6O3SQ1XKHF,Мешки для мусора 60л 30шт,Хозтовары,2,226.45,32.16
6O3SQ1XKHF,Чистящее средство Cif 750мл,Бытовая химия,3,189.75,0.0
6O3SQ1XKHF,Ваза керамическая настольная,Декор для дома,3,767.68,0.0
K3R71ZYOFN,Светильник настольный,Освещение и электрика,5,758.65,897.06
K3R71ZYOFN,Тарелка обеденная керамическая,Посуда,1,189.34,16.2
K3R71ZYOFN,Средство от накипи Antikalk 500мл,Бытовая химия,3,196.23,0.0
K3R71ZYOFN,Подсвечник металлический,Декор для дома,5,306.02,0.0
K3R71ZYOFN,Судочки для хранения еды набор 3шт,Посуда,5,510.59,0.0
K3R71ZYOFN,Мешки для мусора 60л 30шт,Хозтовары,1,226.19,41.61
MBHOWEEVKQ,Панно декоративное настенное,Декор для дома,3,1097.87,262.13
HAX20KA5FL,Удлинитель сетевой 5м 3 розетки,Освещение и электрика,1,665.41,0.0
HAX20KA5FL,Гирлянда светодиодная 5м,Освещение и электрика,3,476.21,0.0
HAX20KA5FL,Набор столовых приборов 24 предмета,Посуда,1,2379.38,0.0
HAX20KA5FL,Судочки для хранения еды набор 3шт,Посуда,1,411.66,19.61
HAX20KA5FL,Полотенце банное 70х140,Текстиль,3,650.15,457.24
JC6F8Q7PA8,Стиральный порошок Ariel 3кг,Бытовая химия,2,694.79,0.0
JC6F8Q7PA8,Чайник заварочный стеклянный 1л,Посуда,3,544.05,407.87
JC6F8Q7PA8,Гель для стирки Persil 1.5л,Бытовая химия,4,408.83,0.0
IDFZBP2TN9,Светильник настольный,Освещение и электрика,3,837.43,110.62
IDFZBP2TN9,Кружка керамическая 350мл,Посуда,1,164.12,0.0
IDFZBP2TN9,Перчатки резиновые хозяйственные,Хозтовары,5,95.28,52.86
IDFZBP2TN9,Свеча ароматическая в банке,Декор для дома,2,369.08,0.0
IDFZBP2TN9,Коврик придверный,Декор для дома,1,441.0,97.6
IDFZBP2TN9,Сушилка для белья напольная,Хозтовары,4,1529.94,0.0
N90QSRYMEK,Разделочная доска бамбуковая,Посуда,5,366.05,151.74
N90QSRYMEK,Судочки для хранения еды набор 3шт,Посуда,3,500.27,0.0
N90QSRYMEK,Свеча ароматическая в банке,Декор для дома,5,350.38,0.0
N90QSRYMEK,Отбеливатель Vanish 1л,Бытовая химия,1,339.45,0.0
I8CDCW9KPE,Мешки для мусора 60л 30шт,Хозтовары,2,188.66,62.75
I8CDCW9KPE,Совок для мусора с щёткой,Хозтовары,4,171.14,93.91
6TQDV45UIX,Одеяло стёганое 200х220,Текстиль,4,2109.45,0.0
6TQDV45UIX,Плед флисовый 150х200,Текстиль,1,1029.42,0.0
6TQDV45UIX,Судочки для хранения еды набор 3шт,Посуда,3,413.22,0.0
