doc_id,item,category,amount,price,discount
TMG12YET7V,Губки для посуды набор 5шт,Хозтовары,2,98.14,0.0
TMG12YET7V,Веник хозяйственный,Хозтовары,2,132.16,0.0
TMG12YET7V,Корзина для белья складная,Хозтовары,1,618.66,0.0
TMG12YET7V,Плед флисовый 150х200,Текстиль,1,1278.75,0.0
7F69D50DK6,Гирлянда светодиодная 5м,Освещение и электрика,5,524.11,0.0
7F69D50DK6,Подсвечник металлический,Декор для дома,5,330.84,0.0
7F69D50DK6,Батарейки AA комплект 4шт,Освещение и электрика,3,251.48,0.0
F8M6TL1PWE,Лампа светодиодная E27 10Вт,Освещение и электрика,1,146.06,0.0
F8M6TL1PWE,Свеча ароматическая в банке,Декор для дома,3,392.76,0.0
F8M6TL1PWE,Перчатки резиновые хозяйственные,Хозтовары,4,101.25,0.0
F8M6TL1PWE,Кружка керамическая 350мл,Посуда,3,194.47,0.0
HI9UI2OO0Z,Тряпка для пола микрофибра,Хозтовары,1,190.35,0.0
I7ULMOZES0,Таблетки для посудомоечных машин Finish 30шт,Бытовая химия,3,776.52,0.0
I7ULMOZES0,Гель для стирки Persil 1.5л,Бытовая химия,1,411.68,0.0
I7ULMOZES0,Чайник заварочный стеклянный 1л,Посуда,2,661.23,8.97
I7ULMOZES0,Удлинитель сетевой 5м 3 розетки,Освещение и электрика,4,616.05,449.04
VBU6DULL1K,Удлинитель сетевой 5м 3 розетки,Освещение и электрика,4,556.28,0.0
VBU6DULL1K,Совок для мусора с щёткой,Хозтовары,1,217.1,0.0
Q11D5M00DL,Стиральный порошок Ariel 3кг,Бытовая химия,3,568.34,338.79
Q11D5M00DL,Средство от накипи Antikalk 500мл,Бытовая химия,4,218.6,80.75
Q11D5M00DL,Кастрюля с крышкой 3л,Посуда,3,1568.74,0.0
Q11D5M00DL,Чехол для гладильной доски,Текстиль,1,317.74,0.0
PRVA0ED3R4,Корзина для белья складная,Хозтовары,5,621.3,0.0
PRVA0ED3R4,Форма для выпечки силиконовая,Посуда,3,337.37,0.0
PRVA0ED3R4,Лампа светодиодная E27 10Вт,Освещение и электрика,4,132.56,0.0
9JDPS4VVZI,Форма для выпечки силиконовая,Посуда,5,341.49,0.0
9JDPS4VVZI,Полотенце кухонное вафельное,Текстиль,3,105.32,28.18
9JDPS4VVZI,Веник хозяйственный,Хозтовары,4,142.17,0.0
9JDPS4VVZI,Корзина для белья складная,Хозтовары,4,665.22,0.0
7ZCMHJDFSL,Перчатки резиновые хозяйственные,Хозтовары,5,87.46,49.86
7ZCMHJDFSL,Универсальное чистящее средство Domestos 750мл,Бытовая химия,5,262.94,19.75
7ZCMHJDFSL,Комплект постельного белья 2-спальный,Текстиль,1,2629.36,0.0
