doc_id,item,category,amount,price,discount
BNN46011GJ,Отбеливатель Vanish 1л,Бытовая химия,3,299.91,0.0
BNN46011GJ,Совок для мусора с щёткой,Хозтовары,3,170.49,0.0
BNN46011GJ,Подсвечник металлический,Декор для дома,5,354.28,135.97
IQ8CJYRQPH,Панно декоративное настенное,Декор для дома,5,1251.68,0.0
IQ8CJYRQPH,Перчатки резиновые хозяйственные,Хозтовары,1,91.02,0.0
JS36I9J93W,Сковорода антипригарная 26см,Посуда,5,1425.27,0.0
JS36I9J93W,Чайник заварочный стеклянный 1л,Посуда,3,630.73,0.0
JS36I9J93W,Подушка ортопедическая 50х70,Текстиль,1,983.28,0.0
JS36I9J93W,Средство для мытья окон Mr.Muscle 500мл,Бытовая химия,3,183.29,0.0
JS36I9J93W,Полотенце кухонное вафельное,Текстиль,4,107.23,0.0
JS36I9J93W,Плед флисовый 150х200,Текстиль,4,1163.85,1008.63
G4TE93AFNW,Рамка для фото 15х20,Декор для дома,5,316.43,0.0
3NSSUVOXRQ,Светильник настольный,Освещение и электрика,3,841.0,0.0
AN8KT60XYZ,Гирлянда светодиодная 5м,Освещение и электрика,1,495.98,0.0
AN8KT60XYZ,Лампа светодиодная E27 10Вт,Освещение и электрика,5,142.75,159.28
AN8KT60XYZ,Набор ножей кухонных 5 предметов,Посуда,3,1949.72,0.0
AN8KT60XYZ,Швабра с отжимом,Хозтовары,4,565.67,0.0
6HWBHAUP4W,Скатерть гобеленовая 150х180,Текстиль,1,1368.57,278.9
6HWBHAUP4W,Коврик придверный,Декор для дома,4,490.98,0.0
6HWBHAUP4W,Сковорода антипригарная 26см,Посуда,3,1428.53,0.0
6HWBHAUP4W,Форма для выпечки силиконовая,Посуда,5,341.73,401.5
6HWBHAUP4W,Кастрюля с крышкой 3л,Посуда,4,1690.8,0.0
H0TFDR6LE0,Скатерть гобеленовая 150х180,Текстиль,5,1429.56,0.0
H0TFDR6LE0,Сковорода антипригарная 26см,Посуда,4,1460.21,0.0
H0TFDR6LE0,Универсальное чистящее средство Domestos 750мл,Бытовая химия,3,258.67,0.0
H0TFDR6LE0,Мешки для мусора 60л 30шт,Хозтовары,4,190.81,31.54
H0TFDR6LE0,Швабра с отжимом,Хозтовары,3,624.72,0.0
6REGQJ5AIB,Коврик придверный,Декор для дома,2,461.94,0.0
6REGQJ5AIB,Набор ножей кухонных 5 предметов,Посуда,2,1978.2,0.0
6REGQJ5AIB,Полотенце кухонное вафельное,Текстиль,2,109.09,0.0
6REGQJ5AIB,Полотенце банное 70х140,Текстиль,5,660.88,420.92
6REGQJ5AIB,Совок для мусора с щёткой,Хозтовары,3,201.16,0.0
K1K2LTO4Q9,Тарелка обеденная керамическая,Посуда,3,228.92,0.0
K1K2LTO4Q9,Гирлянда светодиодная 5м,Освещение и электрика,1,427.99,0.0
K1K2LTO4Q9,Средство от накипи Antikalk 500мл,Бытовая химия,4,189.83,0.0
K1K2LTO4Q9,Гель для стирки Persil 1.5л,Бытовая химия,5,549.58,0.0
M7WCRC9MT1,Набор столовых приборов 24 предмета,Посуда,5,2071.17,895.22
M7WCRC9MT1,Ваза керамическая настольная,Декор для дома,5,815.91,861.49
QLN58QGG4S,Совок для мусора с щёткой,Хозтовары,2,164.25,0.0
OMWBVGI2H2,Кастрюля с крышкой 3л,Посуда,5,1757.82,933.2
OMWBVGI2H2,Подсвечник металлический,Декор для дома,5,310.85,0.0
L5L42KJXC8,Мешки для мусора 60л 30шт,Хозтовары,3,217.61,99.35
L5L42KJXC8,Сковорода антипригарная 26см,Посуда,2,1389.15,0.0
L5L42KJXC8,Подсвечник металлический,Декор для дома,5,306.61,284.08
OWYPAIN4OA,Швабра с отжимом,Хозтовары,1,743.03,0.0
OWYPAIN4OA,Совок для мусора с щёткой,Хозтовары,5,173.91,0.0
OWYPAIN4OA,Рамка для фото 15х20,Декор для дома,4,281.82,67.2
OWYPAIN4OA,Набор ножей кухонных 5 предметов,Посуда,5,1966.96,0.0
OWYPAIN4OA,Чистящее средство Cif 750мл,Бытовая химия,3,218.23,0.0
OWYPAIN4OA,Сковорода антипригарная 26см,Посуда,4,1161.96,0.0
AABNFQEJJF,Штора для ванной комнаты 180х180,Текстиль,4,676.35,0.0
AABNFQEJJF,Подушка ортопедическая 50х70,Текстиль,3,893.49,464.8
ROJYG8DL6O,Светильник настольный,Освещение и электрика,3,885.79,0.0
X28AU6D70T,Мешки для мусора 60л 30шт,Хозтовары,5,192.31,143.31
X28AU6D70T,Коврик придверный,Декор для дома,1,559.26,0.0
X28AU6D70T,Плед флисовый 150х200,Текстиль,1,1237.02,26.58
R76BONRN67,Сушилка для белья напольная,Хозтовары,2,1449.67,0.0
R76BONRN67,Судочки для хранения еды набор 3шт,Посуда,1,445.44,0.0
R76BONRN67,Веник хозяйственный,Хозтовары,4,159.15,46.01
GLZPZBPT7M,Ваза керамическая настольная,Декор для дома,3,783.51,0.0
GLZPZBPT7M,Форма для выпечки силиконовая,Посуда,4,387.21,245.03
KYI8O3A3KO,Перчатки резиновые хозяйственные,Хозтовары,2,82.2,0.0
KYI8O3A3KO,Кондиционер для белья Lenor 1л,Бытовая химия,2,347.51,0.0
KYI8O3A3KO,Универсальное чистящее средство Domestos 750мл,Бытовая химия,1,273.04,0.0
KYI8O3A3KO,Веник хозяйственный,Хозтовары,3,153.42,0.0
DYRQZKZX9X,Кондиционер для белья Lenor 1л,Бытовая химия,2,302.54,0.0
DYRQZKZX9X,Форма для выпечки силиконовая,Посуда,1,425.03,0.0
