doc_id,item,category,amount,price,discount
OCDOMCGIIB,Ваза керамическая настольная,Декор для дома,1,965.39,0.0
R52VGZGVS0,Плед флисовый 150х200,Текстиль,4,1266.34,531.23
R52VGZGVS0,Швабра с отжимом,Хозтовары,3,661.32,403.07
R52VGZGVS0,Чистящее средство Cif 750мл,Бытовая химия,5,226.54,0.0
R52VGZGVS0,Таблетки для посудомоечных машин Finish 30шт,Бытовая химия,4,1003.49,0.0
3LTLP8ILOO,Совок для мусора с щёткой,Хозтовары,4,172.67,0.0
3LTLP8ILOO,Средство от накипи Antikalk 500мл,Бытовая химия,1,187.2,41.85
3LTLP8ILOO,Сковорода антипригарная 26см,Посуда,2,1299.8,641.1
3LTLP8ILOO,Губки для посуды набор 5шт,Хозтовары,4,106.55,86.5
AXW9A0ZEZF,Средство от накипи Antikalk 500мл,Бытовая химия,4,188.78,88.17
AXW9A0ZEZF,Гель для стирки Persil 1.5л,Бытовая химия,1,520.93,0.0
AXW9A0ZEZF,Ваза керамическая настольная,Декор для дома,5,925.7,0.0
AXW9A0ZEZF,Штора для ванной комнаты 180х180,Текстиль,4,564.24,0.0
AXW9A0ZEZF,Таблетки для посудомоечных машин Finish 30шт,Бытовая химия,1,901.33,0.0
TAEE6BDIWM,Полотенце банное 70х140,Текстиль,2,676.26,0.0
TAEE6BDIWM,Кружка керамическая 350мл,Посуда,2,202.43,0.0
TAEE6BDIWM,Губки для посуды набор 5шт,Хозтовары,1,114.72,19.74
TAEE6BDIWM,Тарелка обеденная керамическая,Посуда,5,213.59,25.05
TAEE6BDIWM,Ваза керамическая настольная,Декор для дома,5,1013.06,0.0
TAEE6BDIWM,Чайник заварочный стеклянный 1л,Посуда,4,508.91,108.54
9YO6HHR154,Средство для мытья посуды Fairy 500мл,Бытовая химия,3,159.44,0.0
9YO6HHR154,Отбеливатель Vanish 1л,Бытовая химия,1,343.27,0.0
9YO6HHR154,Плед флисовый 150х200,Текстиль,4,1367.81,0.0
9YO6HHR154,Ваза керамическая настольная,Декор для дома,4,775.88,0.0
14IWCMNVUO,Тряпка для пола микрофибра,Хозтовары,1,208.44,20.16
14IWCMNVUO,Гель для стирки Persil 1.5л,Бытовая химия,1,436.0,0.0
FMFMFNZDTE,Светильник настольный,Освещение и электрика,3,975.74,0.0
KU4EHS0CI2,Свеча ароматическая в банке,Декор для дома,2,353.12,0.0
KU4EHS0CI2,Универсальное чистящее средство Domestos 750мл,Бытовая химия,5,290.1,0.0
R62QOKAKG4,Совок для мусора с щёткой,Хозтовары,3,177.85,18.72
R62QOKAKG4,Гирлянда светодиодная 5м,Освещение и электрика,4,479.78,0.0
WF345L0QOJ,Ваза керамическая настольная,Декор для дома,4,780.05,0.0
0XMKO8AOMJ,Подушка ортопедическая 50х70,Текстиль,5,882.01,0.0
0XMKO8AOMJ,Скатерть гобеленовая 150х180,Текстиль,4,1434.61,1085.67
0XMKO8AOMJ,Веник хозяйственный,Хозтовары,5,145.56,72.69
0XMKO8AOMJ,Форма для выпечки силиконовая,Посуда,5,367.2,0.0
QAPI4EP97R,Кружка керамическая 350мл,Посуда,5,203.94,0.0
QAPI4EP97R,Веник хозяйственный,Хозтовары,4,160.2,0.0
